customer_id,country,region,Profession ,,,,
1851403,Benin,Atlantique,Tehnician,,,,
1204653,Benin,Borgou,Ingenieur,,,,
1932756,Benin,Oueme,Ingenieur,,,,
1536078,Benin,Atlantique,Tehnician,,,,
1775665,Benin,Donga,Tehnician,,,,
1988183,Benin,Oueme,Nurse,,,,
1201931,Benin,Collines,Tehnician,,,,
1946944,Benin,Atlantique,Farmer,,,,
1704383,Benin,Collines,Nurse,,,,
1303850,Benin,Oueme,Driver,,,,
1204375,Benin,Borgou,Security agent,,,,
1322452,Benin,Atacora,Teacher,,,,
1415452,Benin,Atlantique,Security agent,,,,
1366598,Benin,Oueme,Farmer,,,,
1847035,Benin,Atlantique,Cmmercial,,,,
1835908,Benin,Atacora,Ingenieur,,,,
1272849,Benin,Atlantique,Security agent,,,,
1293583,Benin,Oueme,Teacher,,,,
1018742,Benin,Zou,Security agent,,,,
1292475,Benin,Oueme,Driver,,,,
1391255,Benin,Atlantique,Ingenieur,,,,
1767738,Benin,Littoral,Tehnician,,,,
1046888,Benin,Atlantique,Ingenieur,,,,
2012085,Benin,Donga,Farmer,,,,
1482588,Benin,Borgou,Farmer,,,,
1782386,Benin,Donga,Doctor,,,,
954748,Benin,Zou,Tehnician,,,,
1305147,Benin,Donga,Teacher,,,,
1753960,Benin,Atlantique,Farmer,,,,
2030671,Benin,Donga,Cmmercial,,,,
1838146,Benin,Borgou,Ingenieur,,,,
1658109,Benin,Oueme,Driver,,,,
1805095,Benin,Donga,Security agent,,,,
1953798,Benin,Atlantique,Tehnician,,,,
1730042,Benin,Plateau,Statistian,,,,
1233334,Benin,Zou,Security agent,,,,
1764915,Benin,Couffo,Doctor,,,,
1280491,Benin,Atlantique,Cmmercial,,,,
1785661,Benin,Collines,Ingenieur,,,,
1517024,Benin,Collines,Driver,,,,
1399250,Benin,Donga,Security agent,,,,
1313742,Benin,Collines,Ingenieur,,,,
1729273,Benin,Atlantique,Ingenieur,,,,
1875145,Benin,Collines,Teacher,,,,
1691010,Benin,Donga,Statistian,,,,
1846700,Benin,Oueme,Tehnician,,,,
1473473,Benin,Atlantique,Farmer,,,,
1928598,Benin,Oueme,Security agent,,,,
1671905,Benin,Mono,Nurse,,,,
1840046,Benin,Oueme,Statistian,,,,
1346145,Benin,Collines,Driver,,,,
1557147,Benin,Collines,Teacher,,,,
1319515,Benin,Atlantique,Tehnician,,,,
1254296,Benin,Plateau,Farmer,,,,
1429649,Benin,Atlantique,Driver,,,,
1321453,Benin,Atlantique,Teacher,,,,
1400379,Benin,Plateau,Cmmercial,,,,
1660764,Benin,Atlantique,Security agent,,,,
1401271,Benin,Atlantique,Ingenieur,,,,
1403775,Benin,Oueme,Nurse,,,,
1206326,Benin,Atlantique,Teacher,,,,
1245560,Benin,Alibori,Doctor,,,,
1204626,Benin,Atlantique,Doctor,,,,
1093119,Benin,Littoral,Farmer,,,,
1299667,Benin,Donga,Statistian,,,,
1890462,Benin,Atlantique,Farmer,,,,
1542755,Benin,Atlantique,Cmmercial,,,,
1368721,Benin,Atlantique,Doctor,,,,
1430816,Benin,Plateau,Farmer,,,,
1188794,Benin,Atlantique,Farmer,,,,
1775745,Benin,Couffo,Nurse,,,,
1202087,Benin,Borgou,Farmer,,,,
1776583,Benin,Littoral,Doctor,,,,
1825121,Benin,Zou,Tehnician,,,,
1993859,Benin,Oueme,Nurse,,,,
1757976,Benin,Atlantique,Statistian,,,,
1848944,Benin,Atlantique,Nurse,,,,
1624072,Benin,Couffo,Tehnician,,,,
1555054,Benin,Atlantique,Tehnician,,,,
1989478,Benin,Donga,Farmer,,,,
1452809,Benin,Atlantique,Tehnician,,,,
1977590,Benin,Oueme,Farmer,,,,
1857192,Benin,Atlantique,Tehnician,,,,
1656387,Benin,Oueme,Farmer,,,,
1357492,Benin,Alibori,Ingenieur,,,,
1619612,Benin,Atacora,Statistian,,,,
1345007,Benin,Alibori,Cmmercial,,,,
1808032,Benin,Oueme,Doctor,,,,
1800621,Benin,Oueme,Cmmercial,,,,
1631432,Benin,Littoral,Cmmercial,,,,
1782360,Benin,Atlantique,Tehnician,,,,
1732720,Benin,Borgou,Statistian,,,,
1515634,Benin,Atacora,Nurse,,,,
1453327,Benin,Oueme,Nurse,,,,
1642674,Benin,Collines,Nurse,,,,
1725465,Benin,Borgou,Ingenieur,,,,
970354,Benin,Atlantique,Tehnician,,,,
1733193,Benin,Borgou,Security agent,,,,
1311143,Benin,Donga,Cmmercial,,,,
1385655,Benin,Atacora,Doctor,,,,
1861447,Benin,Donga,Driver,,,,
1775384,Benin,Collines,Nurse,,,,
2005043,Benin,Alibori,Tehnician,,,,
1127426,Benin,Atlantique,Nurse,,,,
1829662,Benin,Oueme,Cmmercial,,,,
1291831,Benin,Couffo,Ingenieur,,,,
1286367,Benin,Collines,Doctor,,,,
1944053,Benin,Atlantique,Farmer,,,,
1352317,Benin,Atlantique,Teacher,,,,
1944804,Benin,Atlantique,Driver,,,,
1309056,Benin,Couffo,Cmmercial,,,,
1311837,Benin,Alibori,Nurse,,,,
961357,Benin,Atlantique,Driver,,,,
1633045,Benin,Littoral,Driver,,,,
1316689,Benin,Collines,Ingenieur,,,,
1273232,Benin,Atlantique,Teacher,,,,
1764227,Benin,Atlantique,Driver,,,,
1208925,Benin,Atlantique,Statistian,,,,
1481527,Benin,Oueme,Driver,,,,
1410015,Benin,Collines,Cmmercial,,,,
1840344,Benin,Atlantique,Security agent,,,,
1267562,Benin,Atlantique,Teacher,,,,
1067583,Benin,Oueme,Ingenieur,,,,
1318796,Benin,Alibori,Driver,,,,
1603050,Benin,Mono,Farmer,,,,
1943809,Benin,Atacora,Ingenieur,,,,
1991193,Benin,Mono,Security agent,,,,
1824865,Benin,Oueme,Statistian,,,,
1669050,Benin,Plateau,Statistian,,,,
1315865,Benin,Mono,Tehnician,,,,
2005081,Benin,Oueme,Farmer,,,,
1614275,Benin,Plateau,Farmer,,,,
1285213,Benin,Atlantique,Cmmercial,,,,
962237,Benin,Collines,Teacher,,,,
1253728,Benin,Atlantique,Farmer,,,,
1523209,Benin,Alibori,Ingenieur,,,,
1261820,Benin,Atlantique,Nurse,,,,
1207443,Benin,Mono,Cmmercial,,,,
1127462,Benin,Plateau,Ingenieur,,,,
1773243,Benin,Mono,Driver,,,,
1141881,Benin,Zou,Ingenieur,,,,
1419230,Benin,Plateau,Teacher,,,,
1769599,Benin,Oueme,Cmmercial,,,,
1376189,Benin,Alibori,Cmmercial,,,,
1042099,Benin,Zou,Doctor,,,,
1732092,Benin,Zou,Doctor,,,,
1297538,Benin,Atlantique,Doctor,,,,
1884368,Benin,Collines,Driver,,,,
1715424,Benin,Oueme,Tehnician,,,,
1289969,Benin,Zou,Nurse,,,,
1079545,Benin,Atlantique,Doctor,,,,
1399967,Benin,Borgou,Security agent,,,,
1385279,Benin,Atacora,Teacher,,,,
1325854,Benin,Zou,Teacher,,,,
1794047,Benin,Atlantique,Driver,,,,
1898068,Benin,Zou,Ingenieur,,,,
1424026,Benin,Collines,Nurse,,,,
1776261,Benin,Alibori,Statistian,,,,
1202479,Benin,Couffo,Ingenieur,,,,
1892663,Benin,Donga,Farmer,,,,
1686895,Benin,Donga,Nurse,,,,
1897619,Benin,Donga,Driver,,,,
1413739,Benin,Atlantique,Security agent,,,,
1822122,Benin,Atlantique,Statistian,,,,
1244025,Benin,Zou,Teacher,,,,
954873,Benin,Atlantique,Ingenieur,,,,
1915685,Benin,Atlantique,Doctor,,,,
1877167,Benin,Oueme,Tehnician,,,,
1854441,Benin,Atacora,Statistian,,,,
1653919,Benin,Mono,Farmer,,,,
1290584,Benin,Atacora,Tehnician,,,,
1288200,Benin,Alibori,Cmmercial,,,,
1127016,Benin,Atlantique,Ingenieur,,,,
1623648,Benin,Atlantique,Cmmercial,,,,
1010602,Benin,Plateau,Farmer,,,,
1826336,Benin,Plateau,Ingenieur,,,,
1648703,Benin,Plateau,Cmmercial,,,,
1645903,Benin,Atlantique,Security agent,,,,
1315490,Benin,Mono,Teacher,,,,
2004716,Benin,Atlantique,Driver,,,,
1164069,Benin,Atlantique,Cmmercial,,,,
1987913,Benin,Plateau,Farmer,,,,
1295619,Benin,Mono,Nurse,,,,
1584500,Benin,Donga,Cmmercial,,,,
1851758,Benin,Mono,Security agent,,,,
1860782,Benin,Borgou,Statistian,,,,
1281340,Benin,Oueme,Security agent,,,,
1057644,Benin,Atlantique,Driver,,,,
1301246,Benin,Mono,Tehnician,,,,
1204841,Benin,Atlantique,Tehnician,,,,
1281785,Benin,Zou,Tehnician,,,,
1847557,Benin,Collines,Statistian,,,,
2002215,Benin,Oueme,Driver,,,,
1904504,Benin,Oueme,Farmer,,,,
1844599,Benin,Atlantique,Nurse,,,,
1563775,Benin,Plateau,Doctor,,,,
1716997,Benin,Atlantique,Driver,,,,
1556615,Benin,Alibori,Nurse,,,,
1579618,Benin,Atlantique,Driver,,,,
1281586,Benin,Mono,Nurse,,,,
1535771,Benin,Oueme,Tehnician,,,,
1237988,Benin,Couffo,Nurse,,,,
1382799,Benin,Mono,Teacher,,,,
1304808,Benin,Atlantique,Statistian,,,,
1716227,Benin,Plateau,Doctor,,,,
2004378,Benin,Collines,Cmmercial,,,,
1929779,Benin,Atlantique,Driver,,,,
1440055,Benin,Mono,Nurse,,,,
1993751,Benin,Oueme,Ingenieur,,,,
1387476,Benin,Oueme,Driver,,,,
1708500,Benin,Atlantique,Doctor,,,,
1321629,Benin,Oueme,Doctor,,,,
1968739,Benin,Atlantique,Teacher,,,,
1049515,Benin,Collines,Ingenieur,,,,
1934241,Benin,Borgou,Doctor,,,,
1374978,Benin,Collines,Cmmercial,,,,
1687772,Benin,Collines,Ingenieur,,,,
1657574,Benin,Plateau,Statistian,,,,
1283607,Benin,Atlantique,Security agent,,,,
1561520,Benin,Oueme,Driver,,,,
1333219,Benin,Donga,Farmer,,,,
1309311,Benin,Borgou,Driver,,,,
1374048,Benin,Borgou,Nurse,,,,
1822087,Benin,Mono,Farmer,,,,
1392377,Benin,Plateau,Farmer,,,,
2015502,Benin,Borgou,Security agent,,,,
1562077,Benin,Atlantique,Doctor,,,,
1455199,Benin,Atlantique,Teacher,,,,
1569442,Benin,Atlantique,Tehnician,,,,
2010796,Benin,Collines,Nurse,,,,
1856677,Benin,Collines,Tehnician,,,,
1833967,Benin,Alibori,Statistian,,,,
1204619,Benin,Mono,Ingenieur,,,,
1287987,Benin,Atlantique,Teacher,,,,
1178059,Benin,Mono,Cmmercial,,,,
1290571,Benin,Oueme,Ingenieur,,,,
1130596,Benin,Zou,Farmer,,,,
1989577,Benin,Donga,Cmmercial,,,,
1790276,Benin,Borgou,Nurse,,,,
1785422,Benin,Plateau,Doctor,,,,
1463001,Benin,Atlantique,Driver,,,,
1613800,Benin,Oueme,Doctor,,,,
1805868,Benin,Atlantique,Nurse,,,,
1560851,Benin,Borgou,Statistian,,,,
1606104,Benin,Collines,Driver,,,,
1216263,Benin,Atlantique,Statistian,,,,
1185391,Benin,Plateau,Ingenieur,,,,
1492599,Benin,Atlantique,Tehnician,,,,
1833829,Benin,Borgou,Doctor,,,,
1236117,Benin,Atlantique,Statistian,,,,
1140283,Benin,Oueme,Doctor,,,,
1215509,Benin,Atlantique,Driver,,,,
1993099,Benin,Donga,Security agent,,,,
1291444,Benin,Borgou,Cmmercial,,,,
1314489,Benin,Atlantique,Farmer,,,,
1889742,Benin,Atacora,Teacher,,,,
1250833,Benin,Alibori,Tehnician,,,,
1186922,Benin,Plateau,Doctor,,,,
1839299,Benin,Littoral,Tehnician,,,,
1553643,Benin,Donga,Farmer,,,,
1722223,Benin,Atlantique,Cmmercial,,,,
1357423,Benin,Atlantique,Nurse,,,,
1522970,Benin,Collines,Teacher,,,,
1838679,Benin,Atlantique,Cmmercial,,,,
1908049,Benin,Oueme,Teacher,,,,
1977288,Benin,Mono,Tehnician,,,,
1904262,Benin,Borgou,Cmmercial,,,,
1307161,Benin,Atlantique,Security agent,,,,
1359932,Benin,Zou,Ingenieur,,,,
1216812,Benin,Oueme,Statistian,,,,
1238607,Benin,Atlantique,Statistian,,,,
1629848,Benin,Atlantique,Security agent,,,,
1507708,Benin,Atacora,Nurse,,,,
1902279,Benin,Zou,Nurse,,,,
1940749,Benin,Alibori,Security agent,,,,
1751208,Benin,Oueme,Security agent,,,,
1303030,Benin,Alibori,Ingenieur,,,,
1420918,Benin,Collines,Doctor,,,,
1828454,Benin,Borgou,Cmmercial,,,,
1299317,Benin,Oueme,Nurse,,,,
1576428,Benin,Atlantique,Ingenieur,,,,
1919867,Benin,Atlantique,Statistian,,,,
1558683,Benin,Donga,Tehnician,,,,
1830852,Benin,Plateau,Doctor,,,,
1978914,Benin,Donga,Statistian,,,,
1220315,Benin,Mono,Farmer,,,,
1265756,Benin,Oueme,Cmmercial,,,,
2012165,Benin,Plateau,Ingenieur,,,,
2041748,Benin,Atlantique,Teacher,,,,
1687145,Benin,Couffo,Nurse,,,,
1402699,Benin,Oueme,Nurse,,,,
2039689,Benin,Alibori,Cmmercial,,,,
1231612,Benin,Collines,Cmmercial,,,,
1291940,Benin,Mono,Cmmercial,,,,
1769862,Benin,Mono,Teacher,,,,
1371249,Benin,Alibori,Doctor,,,,
1455684,Benin,Borgou,Ingenieur,,,,
1285383,Benin,Collines,Teacher,,,,
1290547,Benin,Atlantique,Cmmercial,,,,
1591672,Benin,Collines,Doctor,,,,
1878571,Benin,Borgou,Tehnician,,,,
1932379,Benin,Borgou,Farmer,,,,
1309466,Benin,Atlantique,Security agent,,,,
1923234,Benin,Oueme,Farmer,,,,
1068855,Benin,Oueme,Statistian,,,,
1033582,Benin,Zou,Ingenieur,,,,
1405458,Benin,Alibori,Driver,,,,
1326821,Benin,Mono,Cmmercial,,,,
1839433,Benin,Mono,Security agent,,,,
1492376,Benin,Atlantique,Ingenieur,,,,
1999276,Benin,Borgou,Driver,,,,
1100656,Benin,Atlantique,Doctor,,,,
1322353,Benin,Alibori,Cmmercial,,,,
1598593,Benin,Zou,Driver,,,,
1008136,Benin,Atlantique,Driver,,,,
1318808,Benin,Atlantique,Tehnician,,,,
1292094,Benin,Atlantique,Nurse,,,,
1907977,Benin,Plateau,Statistian,,,,
2027477,Benin,Borgou,Cmmercial,,,,
1344650,Benin,Atlantique,Nurse,,,,
1198258,Benin,Mono,Cmmercial,,,,
1301186,Benin,Donga,Doctor,,,,
1607292,Benin,Atlantique,Nurse,,,,
1691675,Benin,Oueme,Driver,,,,
1239877,Benin,Atlantique,Cmmercial,,,,
1962076,Benin,Couffo,Cmmercial,,,,
1506782,Benin,Collines,Ingenieur,,,,
1010662,Benin,Collines,Cmmercial,,,,
1156468,Benin,Atlantique,Doctor,,,,
1234267,Benin,Borgou,Teacher,,,,
1790895,Benin,Oueme,Teacher,,,,
1925112,Benin,Oueme,Security agent,,,,
1402611,Benin,Oueme,Teacher,,,,
1584053,Benin,Borgou,Nurse,,,,
1343848,Benin,Mono,Nurse,,,,
1485350,Benin,Atacora,Ingenieur,,,,
1791461,Benin,Plateau,Nurse,,,,
1125894,Benin,Plateau,Ingenieur,,,,
1291581,Benin,Atlantique,Statistian,,,,
1720359,Benin,Collines,Doctor,,,,
1323074,Benin,Oueme,Teacher,,,,
2022063,Benin,Alibori,Tehnician,,,,
1659289,Benin,Atlantique,Driver,,,,
1636893,Benin,Atlantique,Cmmercial,,,,
1463907,Benin,Plateau,Teacher,,,,
1907778,Benin,Borgou,Statistian,,,,
1974290,Benin,Mono,Cmmercial,,,,
1254079,Benin,Donga,Statistian,,,,
1538861,Benin,Atacora,Statistian,,,,
1138656,Benin,Couffo,Nurse,,,,
1923530,Benin,Atlantique,Security agent,,,,
1808130,Benin,Borgou,Teacher,,,,
1281671,Benin,Atlantique,Farmer,,,,
1457825,Benin,Oueme,Ingenieur,,,,
1614057,Benin,Atacora,Driver,,,,
1829991,Benin,Plateau,Ingenieur,,,,
1541906,Benin,Couffo,Doctor,,,,
2024605,Benin,Atlantique,Ingenieur,,,,
1496707,Benin,Oueme,Tehnician,,,,
1572678,Benin,Atlantique,Cmmercial,,,,
1661096,Benin,Oueme,Tehnician,,,,
1489484,Benin,Alibori,Cmmercial,,,,
1768326,Benin,Mono,Doctor,,,,
1318154,Benin,Atlantique,Ingenieur,,,,
1318397,Benin,Atacora,Security agent,,,,
1905725,Benin,Zou,Nurse,,,,
1816281,Benin,Mono,Security agent,,,,
1433588,Benin,Couffo,Tehnician,,,,
1268476,Benin,Atlantique,Statistian,,,,
1963728,Benin,Oueme,Doctor,,,,
970155,Benin,Atlantique,Security agent,,,,
1534001,Benin,Littoral,Nurse,,,,
1907551,Benin,Oueme,Cmmercial,,,,
1249370,Benin,Zou,Teacher,,,,
1077868,Benin,Zou,Cmmercial,,,,
1153823,Benin,Atlantique,Teacher,,,,
1922528,Benin,Atlantique,Teacher,,,,
1912340,Benin,Atlantique,Farmer,,,,
1316497,Benin,Atlantique,Nurse,,,,
1286468,Benin,Oueme,Statistian,,,,
1313876,Benin,Atlantique,Ingenieur,,,,
1216799,Benin,Atlantique,Cmmercial,,,,
1121483,Benin,Atlantique,Nurse,,,,
1472774,Benin,Atlantique,Statistian,,,,
1402497,Benin,Atacora,Driver,,,,
1905094,Benin,Atlantique,Farmer,,,,
1150154,Benin,Oueme,Nurse,,,,
947304,Benin,Atlantique,Ingenieur,,,,
1324580,Benin,Donga,Doctor,,,,
1715779,Benin,Atacora,Doctor,,,,
1425659,Benin,Plateau,Cmmercial,,,,
1576323,Benin,Collines,Tehnician,,,,
1803926,Benin,Oueme,Nurse,,,,
1825429,Benin,Atlantique,Doctor,,,,
1564792,Benin,Mono,Tehnician,,,,
1144529,Benin,Atlantique,Cmmercial,,,,
1796184,Benin,Borgou,Cmmercial,,,,
1363508,Benin,Oueme,Statistian,,,,
1562190,Benin,Atlantique,Ingenieur,,,,
2000416,Benin,Alibori,Nurse,,,,
1245179,Benin,Atlantique,Ingenieur,,,,
1300375,Benin,Atlantique,Teacher,,,,
2023157,Benin,Atacora,Ingenieur,,,,
1646803,Benin,Borgou,Driver,,,,
1815880,Benin,Atlantique,Driver,,,,
1486818,Benin,Alibori,Security agent,,,,
1207520,Benin,Mono,Farmer,,,,
1822134,Benin,Littoral,Ingenieur,,,,
1319498,Benin,Collines,Doctor,,,,
1749711,Benin,Mono,Doctor,,,,
1342596,Benin,Oueme,Teacher,,,,
1218858,Benin,Oueme,Nurse,,,,
1132234,Benin,Atlantique,Doctor,,,,
1707475,Benin,Oueme,Tehnician,,,,
1215019,Benin,Atlantique,Security agent,,,,
1752528,Benin,Atlantique,Security agent,,,,
1305620,Benin,Atlantique,Driver,,,,
1775159,Benin,Collines,Teacher,,,,
1579534,Benin,Donga,Tehnician,,,,
1300646,Benin,Atlantique,Security agent,,,,
1678642,Benin,Atlantique,Driver,,,,
988318,Benin,Oueme,Ingenieur,,,,
1242729,Benin,Zou,Nurse,,,,
1605008,Benin,Couffo,Statistian,,,,
1874447,Benin,Oueme,Security agent,,,,
1141974,Benin,Zou,Driver,,,,
1836121,Benin,Plateau,Teacher,,,,
1093232,Benin,Zou,Statistian,,,,
1320934,Benin,Mono,Tehnician,,,,
1566031,Benin,Collines,Ingenieur,,,,
1802412,Benin,Zou,Teacher,,,,
1609413,Benin,Atlantique,Doctor,,,,
1206945,Benin,Atlantique,Ingenieur,,,,
1835713,Benin,Atlantique,Statistian,,,,
1319733,Benin,Atlantique,Nurse,,,,
1852875,Benin,Plateau,Nurse,,,,
2036402,Benin,Atacora,Nurse,,,,
1778767,Benin,Oueme,Tehnician,,,,
1321101,Benin,Donga,Farmer,,,,
1116428,Benin,Atlantique,Ingenieur,,,,
1311147,Benin,Atlantique,Driver,,,,
1826942,Benin,Oueme,Statistian,,,,
961861,Benin,Zou,Doctor,,,,
1298919,Benin,Plateau,Nurse,,,,
1234643,Benin,Atlantique,Nurse,,,,
970293,Benin,Zou,Nurse,,,,
1829796,Benin,Oueme,Doctor,,,,
1576183,Benin,Atlantique,Farmer,,,,
1400663,Benin,Atacora,Security agent,,,,
1549634,Benin,Alibori,Farmer,,,,
1251082,Benin,Borgou,Ingenieur,,,,
2026986,Benin,Mono,Driver,,,,
1283268,Benin,Oueme,Teacher,,,,
2017931,Benin,Alibori,Statistian,,,,
1936778,Benin,Borgou,Farmer,,,,
1154174,Benin,Atlantique,Farmer,,,,
1246971,Benin,Collines,Farmer,,,,
1757436,Benin,Atlantique,Doctor,,,,
1328053,Benin,Donga,Security agent,,,,
1688402,Benin,Borgou,Cmmercial,,,,
1211348,Benin,Oueme,Farmer,,,,
1298365,Benin,Atlantique,Nurse,,,,
1475204,Benin,Plateau,Farmer,,,,
1300184,Benin,Atlantique,Tehnician,,,,
1532947,Benin,Atlantique,Statistian,,,,
1494545,Benin,Borgou,Ingenieur,,,,
1198688,Benin,Alibori,Nurse,,,,
1730302,Benin,Oueme,Driver,,,,
2010454,Benin,Oueme,Cmmercial,,,,
1834051,Benin,Oueme,Tehnician,,,,
1321289,Benin,Atlantique,Nurse,,,,
1248416,Benin,Atlantique,Security agent,,,,
1739015,Benin,Borgou,Security agent,,,,
1629730,Benin,Alibori,Ingenieur,,,,
1441339,Benin,Atlantique,Driver,,,,
1494318,Benin,Mono,Cmmercial,,,,
1377605,Benin,Collines,Ingenieur,,,,
1712133,Benin,Oueme,Farmer,,,,
2008711,Benin,Plateau,Teacher,,,,
1982540,Benin,Atlantique,Nurse,,,,
1662064,Benin,Borgou,Farmer,,,,
1837111,Benin,Oueme,Tehnician,,,,
1316627,Benin,Zou,Nurse,,,,
1418521,Benin,Plateau,Ingenieur,,,,
1602889,Benin,Collines,Statistian,,,,
1727788,Benin,Mono,Statistian,,,,
1048419,Benin,Oueme,Nurse,,,,
1201955,Benin,Mono,Tehnician,,,,
2024626,Benin,Mono,Cmmercial,,,,
1913404,Benin,Borgou,Nurse,,,,
1208092,Benin,Collines,Cmmercial,,,,
1405494,Benin,Atlantique,Ingenieur,,,,
1760452,Benin,Atlantique,Teacher,,,,
1544583,Benin,Oueme,Teacher,,,,
1679941,Benin,Mono,Farmer,,,,
1603384,Benin,Littoral,Teacher,,,,
1956226,Benin,Oueme,Farmer,,,,
1281472,Benin,Borgou,Nurse,,,,
1841833,Benin,Oueme,Farmer,,,,
2003266,Benin,Donga,Teacher,,,,
1850004,Benin,Oueme,Security agent,,,,
1906287,Benin,Plateau,Nurse,,,,
1348209,Benin,Oueme,Tehnician,,,,
1052481,Benin,Atlantique,Nurse,,,,
1125770,Benin,Mono,Security agent,,,,
1201713,Benin,Mono,Security agent,,,,
2022022,Benin,Borgou,Nurse,,,,
1806124,Benin,Borgou,Tehnician,,,,
1458102,Benin,Atlantique,Statistian,,,,
1885007,Benin,Mono,Doctor,,,,
1298061,Benin,Mono,Security agent,,,,
1983678,Benin,Alibori,Driver,,,,
1518603,Benin,Plateau,Nurse,,,,
1578164,Benin,Atlantique,Driver,,,,
1265758,Benin,Atlantique,Ingenieur,,,,
1788432,Benin,Littoral,Doctor,,,,
1303006,Benin,Donga,Nurse,,,,
1451505,Benin,Borgou,Farmer,,,,
1623903,Benin,Zou,Security agent,,,,
1332067,Benin,Mono,Tehnician,,,,
1681335,Benin,Donga,Farmer,,,,
1564492,Benin,Couffo,Statistian,,,,
1047787,Benin,Atlantique,Farmer,,,,
1847962,Benin,Oueme,Nurse,,,,
1309987,Benin,Atlantique,Nurse,,,,
2016802,Benin,Alibori,Teacher,,,,
1554887,Benin,Mono,Cmmercial,,,,
1595065,Benin,Borgou,Nurse,,,,
1820325,Benin,Oueme,Farmer,,,,
1956874,Benin,Atlantique,Tehnician,,,,
1133315,Benin,Oueme,Teacher,,,,
1518878,Benin,Couffo,Farmer,,,,
1904398,Benin,Collines,Doctor,,,,
1132155,Benin,Zou,Statistian,,,,
1845854,Benin,Oueme,Driver,,,,
1980569,Benin,Atlantique,Security agent,,,,
1740326,Benin,Atlantique,Nurse,,,,
1277273,Benin,Borgou,Cmmercial,,,,
1545311,Benin,Atlantique,Driver,,,,
1816381,Benin,Plateau,Driver,,,,
1327034,Benin,Alibori,Doctor,,,,
1035957,Benin,Oueme,Doctor,,,,
1101595,Benin,Atlantique,Tehnician,,,,
1708868,Benin,Borgou,Nurse,,,,
1820431,Benin,Atlantique,Nurse,,,,
1336864,Benin,Donga,Doctor,,,,
1199818,Benin,Atlantique,Farmer,,,,
1767117,Benin,Atlantique,Security agent,,,,
2037011,Benin,Borgou,Nurse,,,,
1826033,Benin,Oueme,Tehnician,,,,
1399461,Benin,Atlantique,Ingenieur,,,,
1830559,Benin,Collines,Security agent,,,,
1426705,Benin,Collines,Teacher,,,,
1695863,Benin,Couffo,Tehnician,,,,
1974756,Benin,Collines,Statistian,,,,
2016117,Benin,Atlantique,Nurse,,,,
1400059,Benin,Couffo,Tehnician,,,,
1217275,Benin,Atlantique,Teacher,,,,
1886306,Benin,Atlantique,Statistian,,,,
1284199,Benin,Atlantique,Security agent,,,,
1776928,Benin,Borgou,Nurse,,,,
1284122,Benin,Oueme,Doctor,,,,
1625317,Benin,Couffo,Farmer,,,,
1844950,Benin,Oueme,Farmer,,,,
1588789,Benin,Borgou,Tehnician,,,,
1371675,Benin,Donga,Ingenieur,,,,
1901778,Benin,Collines,Farmer,,,,
1745383,Benin,Atlantique,Cmmercial,,,,
1489589,Benin,Borgou,Statistian,,,,
