ds,yhat
2013-06-28,4545.096719692614
2013-06-29,4738.7910578297115
2013-07-01,4962.798134711001
2013-07-02,4470.905966200431
2013-07-03,4356.304859096362
2013-07-04,4272.883319757914
2013-07-05,4536.98371455575
2013-07-06,4755.064242476995
2013-07-08,5026.603633975541
2013-07-09,4556.625466823765
2013-07-10,4461.913739634848
2013-07-11,4395.813408354095
2013-07-12,4674.181303400272
2013-07-13,4903.062282430727
2013-07-15,5184.58070604784
2013-07-16,4713.414786791582
2013-07-17,4613.327888549976
2013-07-18,4537.748463258451
2013-07-19,4802.724328207712
2013-07-20,5014.59459040331
2013-07-22,5252.883185861719
2013-07-23,4756.525159625156
2013-07-24,4629.654571957766
2013-07-25,4526.35264594975
2013-07-26,4763.345416720774
2013-07-27,4947.657256388621
2013-07-29,5134.767383613836
2013-07-30,4616.028522719244
2013-07-31,4469.646064576468
2013-08-01,4350.153782840168
2013-08-02,4574.638807863062
2013-08-03,4750.385209268534
2013-08-05,4932.683392972442
2013-08-06,4417.661599004155
2013-08-07,4278.867107450923
2013-08-08,4170.541887559347
2013-08-09,4409.384168832868
2013-08-10,4602.203333355396
2013-08-12,4824.5509531137395
2013-08-13,4331.26198921411
2013-08-14,4214.464413384492
2013-08-15,4127.738796647626
2013-08-16,4387.140870563269
2013-08-17,4598.875273011539
2013-08-19,4851.994685613923
2013-08-20,4369.693333308682
2013-08-21,4260.5267628823585
2013-08-22,4177.888079486089
2013-08-23,4437.757742075379
2013-08-24,4646.379772085861
2013-08-26,4883.256555978663
2013-08-27,4388.4521110018095
2013-08-28,4264.4387085111075
2013-08-29,4165.1434119828555
2013-08-30,4407.144195044365
2013-08-31,4597.324731039485
2013-09-02,4798.271996881387
2013-09-03,4287.308766855992
2013-09-04,4149.182138847465
2013-09-05,4038.3877785465406
2013-09-06,4271.999416221705
2013-09-07,4457.311650173421
2013-09-09,4660.2098972474205
2013-09-10,4156.343447076049
2013-09-11,4029.378257963094
2013-09-12,3933.644661386099
2013-09-13,4185.931677358569
2013-09-14,4393.136572983627
2013-09-16,4647.383260469703
2013-09-17,4171.720794046612
2013-09-18,4073.7073842224213
2013-09-19,4006.9202597034982
2013-09-20,4287.381267931207
2013-09-21,4521.2282391734425
2013-09-23,4821.294416456831
2013-09-24,4363.521573065373
2013-09-25,4279.328294366453
2013-09-26,4221.876361907358
2013-09-27,4506.889509606692
2013-09-28,4740.3436036105595
2013-09-30,5024.745468896316
2013-10-01,4552.030787863475
2013-10-02,4448.594147777665
2013-10-04,4626.79646652159
2013-10-05,4831.396268386584
2013-10-07,5053.515932657757
2013-10-08,4549.024232254309
2013-10-09,4414.51730504836
2013-10-10,4304.473719509902
2013-10-11,4536.004165155664
2013-10-12,4716.494878270342
2013-10-14,4902.163675175922
2013-10-15,4386.33340211611
2013-10-16,4245.544602420958
2013-10-17,4134.457238125802
2013-10-18,4370.222328607915
2013-10-19,4560.124258295881
2013-10-21,4779.048464807625
2013-10-22,4286.193918786301
2013-10-23,4171.845471632264
2013-10-24,4089.970752838578
2013-10-25,4356.958539981711
2013-10-26,4579.283205193144
2013-10-28,4863.316547446284
2013-10-29,4401.684004285824
2013-10-30,4316.519806204874
2013-10-31,4261.102332566712
2013-11-01,4551.223021972187
2013-11-02,4792.868893632478
2013-11-04,5102.796276184098
2013-11-05,4647.249519096137
2013-11-06,4563.753459679567
2013-11-07,4505.79730010682
2013-11-08,4789.523954670487
2013-11-09,5021.402975808686
2013-11-11,5304.178462689473
2013-11-12,4832.726949999049
2013-11-13,4732.870389733373
2013-11-14,4658.966385070155
2013-11-15,4928.031434198829
2013-11-16,5147.386811216842
2013-11-18,5414.6660292296265
2013-11-19,4941.599303605844
2013-11-20,4844.93403133827
2013-11-21,4779.396005369012
2013-11-22,5062.214568012109
2013-11-23,5300.757174126869
2013-11-25,5622.026756578059
2013-11-26,5182.983766144597
2013-11-27,5124.571589158262
2013-11-28,5100.376007079804
2013-11-29,5426.693690679164
2013-11-30,5709.842944070638
2013-12-02,6119.017265681182
2013-12-03,5720.8231831973335
2013-12-04,5699.185041263604
2013-12-05,5706.812600046985
2013-12-06,6058.840672570475
2013-12-07,6360.515083072707
2013-12-09,6781.513324940669
2013-12-10,6375.1691766569265
2013-12-11,6335.341371321515
2013-12-12,6314.492028678245
2013-12-13,6627.722935962198
2013-12-14,6880.467141780911
2013-12-16,7175.053110030633
2013-12-17,6692.679837525859
2013-12-18,6569.570602189874
2013-12-19,6459.378338427035
2013-12-20,6678.542662848962
2013-12-21,6833.9539740444025
2013-12-23,6930.317319145304
2013-12-24,6350.282279267827
2013-12-27,6068.067324700762
2013-12-28,6147.690696862668
2013-12-30,6119.87718602154
2013-12-31,5493.395722075622
2014-01-02,5017.430438519863
2014-01-03,5141.766709722272
2014-01-04,5221.9578874064455
2014-01-06,5230.320874440032
2014-01-07,4638.338476472076
2014-01-08,4430.004256535827
2014-01-09,4259.970342524293
2014-01-10,4445.223051641503
2014-01-11,4592.739793185661
2014-01-13,4749.440590639593
2014-01-14,4235.585587718555
2014-01-15,4106.080717453909
2014-01-16,4014.1609992915014
2014-01-17,4275.4591573795815
2014-01-18,4495.689258191117
2014-01-20,4783.359095499356
2014-01-21,4325.883646543069
2014-01-22,4245.704224489353
2014-01-23,4195.5332656885075
2014-01-24,4490.659837888368
2014-01-25,4736.633756777422
2014-01-27,5051.751703722124
2014-01-28,4596.765013417773
2014-01-29,4511.997334497125
2014-01-30,4450.766293179001
2014-01-31,4729.072486392041
2014-02-01,4953.262611039871
2014-02-03,5213.403982685051
2014-02-04,4726.776338855227
2014-02-05,4608.999367118049
2014-02-06,4514.2812917572055
2014-02-07,4759.469563114083
2014-02-08,4951.696819285178
2014-02-10,5154.130524032592
2014-02-11,4642.905290441732
2014-02-12,4503.96427863283
2014-02-13,4391.829337922378
2014-02-14,4623.553353892895
2014-02-15,4806.36819536435
2014-02-17,5002.027804561821
2014-02-18,4493.159908318059
2014-02-19,4360.08516930851
2014-02-20,4257.001678976853
2014-02-21,4500.5866773
2014-02-22,4697.6573670488215
2014-02-24,4927.236855439414
2014-02-25,4437.123236633085
2014-02-26,4323.560414966377
2014-02-27,4240.161127051309
2014-02-28,4503.20463209378
2014-03-01,4719.145451981869
2014-03-03,4983.457013967351
2014-03-04,4508.69752864282
2014-03-05,4408.728598677169
2014-03-06,4337.185848852407
2014-03-07,4610.257011409869
2014-03-08,4834.346704411515
2014-03-10,5109.30366546117
2014-03-11,4637.110248353883
2014-03-12,4537.957442893041
2014-03-13,4465.570040550326
2014-03-14,4736.237624570163
2014-03-15,4956.474841923835
2014-03-17,5219.838234500256
2014-03-18,4740.132748078712
2014-03-19,4632.472842601242
2014-03-20,4550.68979970324
2014-03-21,4811.175480008249
2014-03-22,5020.543152638641
2014-03-24,5260.4880624074785
2014-03-25,4768.425036317479
2014-03-26,4648.106719657188
2014-03-27,4553.468766744588
2014-03-28,4801.01437669497
2014-03-29,4997.4766665610105
2014-03-31,5212.242530724391
2014-04-01,4708.194498155539
2014-04-02,4576.501972666787
2014-04-03,4471.265714521574
2014-04-04,4709.158577735361
2014-04-05,4897.084618498915
2014-04-07,5098.793722711576
2014-04-08,4590.535820847374
2014-04-09,4456.361286635145
2014-04-10,4350.481168486999
2014-04-11,4589.651509272328
2014-04-12,4780.827804128797
2014-04-14,4994.978805780681
2014-04-15,4495.823470298983
2014-04-16,4372.542195591419
2014-04-17,4279.193991612529
2014-04-19,4738.702095041195
2014-04-22,4503.642721971677
2014-04-23,4397.382409762853
2014-04-24,4320.653556338998
2014-04-25,4589.65622336134
2014-04-26,4810.756297917563
2014-04-28,5082.580408393145
2014-04-29,4609.94745454747
2014-04-30,4510.8560664724755
2014-05-02,4709.896161967534
2014-05-03,4930.38587917758
2014-05-05,5192.9523083253225
2014-05-06,4711.84651582797
2014-05-07,4601.942275456199
2014-05-08,4516.9923182083
2014-05-09,4773.358666493952
2014-05-10,4977.676124836224
2014-05-12,5205.072429206358
2014-05-13,4705.805747374726
2014-05-14,4577.933126438206
2014-05-15,4475.635974991838
2014-05-16,4715.687987151002
2014-05-17,4905.107182157102
2014-05-19,5108.281933466913
2014-05-20,4600.224099927789
2014-05-21,4466.025137868768
2014-05-22,4359.9692617001365
2014-05-23,4598.859872385993
2014-05-24,4789.67041286611
2014-05-26,5002.744277127637
2014-05-27,4502.75294307269
2014-05-28,4378.303028481011
2014-05-30,4534.2050312273905
2014-05-31,4737.510007813197
2014-06-02,4975.310191663393
2014-06-03,4486.682162421017
2014-06-04,4372.383645382304
2014-06-05,4285.974229930993
2014-06-06,4543.5437142039
2014-06-07,4751.384844182838
2014-06-10,4499.78958566667
2014-06-11,4380.334725452082
2014-06-12,4286.466263845589
2014-06-13,4534.481262440059
2014-06-14,4730.952792391613
2014-06-16,4943.965661241175
2014-06-17,4438.087272979726
2014-06-18,4303.965603956922
2014-06-20,4430.346802427007
2014-06-21,4614.708630995547
2014-06-23,4809.3423782524105
2014-06-24,4297.981068235426
2014-06-25,4161.268792460229
2014-06-26,4053.6134818042638
2014-06-27,4291.949579576801
2014-06-28,4483.38470464037
2014-06-30,4701.769918835346
2014-07-01,4206.707493928905
2014-07-02,4088.840209158981
2014-07-03,4002.171545907999
2014-07-04,4263.160932292572
2014-07-05,4478.382484896306
2014-07-07,4745.398605612971
2014-07-08,4273.953582010083
2014-07-09,4178.416197106777
2014-07-10,4112.195959145125
2014-07-11,4391.196636723021
2014-07-12,4621.490913601766
2014-07-14,4908.1879135176305
2014-07-15,4440.7413551010695
2014-07-16,4345.063363689718
2014-07-17,4274.5112305323255
2014-07-18,4545.0450394218915
2014-07-19,4762.901867818812
2014-07-21,5013.986366140776
2014-07-22,4524.188006823137
2014-07-23,4403.813126369786
2014-07-24,4306.815390882254
2014-07-25,4549.798502986925
2014-07-26,4739.673098172133
2014-07-28,4936.2325591543295
2014-07-29,4421.22240844593
2014-07-30,4277.829718173884
2014-07-31,4160.557130482712
2014-08-01,4386.4818843433
2014-08-02,4562.89961894357
2014-08-04,4744.386148563303
2014-08-05,4228.005626859996
2014-08-06,4087.328912535324
2014-08-07,3976.699908627892
2014-08-08,4212.929788109429
2014-08-09,4402.948600025931
2014-08-11,4619.631723106949
2014-08-12,4123.726383354011
2014-08-13,4004.612761380154
2014-08-14,3915.9769722881842
2014-08-15,4173.967083630044
2014-08-16,4384.864124487374
2014-08-18,4638.245319203717
2014-08-19,4157.098360755281
2014-08-20,4049.7695646117727
2014-08-21,3969.625788320892
2014-08-22,4232.600358187492
2014-08-23,4444.870620959325
2014-08-25,4690.321531122994
2014-08-26,4200.231849473124
2014-08-27,4081.060495336073
2014-08-28,3986.608559428377
2014-08-29,4233.325206799089
2014-08-30,4427.970060138665
2014-09-01,4636.624056542308
2014-09-02,4128.697280096281
2014-09-03,3992.9500713770312
2014-09-04,3883.816541923288
2014-09-05,4118.329657090564
2014-09-06,4303.7655066614
2014-09-08,4504.618947013448
2014-09-09,3998.6624409302967
2014-09-10,3868.984362801271
2014-09-11,3770.006845778706
2014-09-12,4018.6280107571515
2014-09-13,4221.868583216321
2014-09-15,4467.836159118398
2014-09-16,3988.145482200199
2014-09-17,3886.3704479686658
2014-09-18,3816.227342246787
2014-09-19,4093.868049009221
2014-09-20,4325.54760785814
2014-09-22,4623.621908430942
2014-09-23,4166.165859354594
2014-09-24,4083.2203434299895
2014-09-25,4027.9580131629473
2014-09-26,4316.087869632684
2014-09-27,4553.536466415209
2014-09-29,4848.306192259171
2014-09-30,4381.768693670043
2014-10-01,4285.008901805335
2014-10-02,4211.528857822001
2014-10-04,4689.38128078956
2014-10-06,4925.591716824109
2014-10-07,4427.588878895716
2014-10-08,4299.008176998586
2014-10-09,4194.201851901372
2014-10-10,4430.172504426054
2014-10-11,4614.219560847262
2014-10-13,4804.122639307054
2014-10-14,4288.921749462281
2014-10-15,4147.7827422347245
2014-10-16,4035.407935812068
2014-10-17,4269.015944704147
2014-10-18,4455.982053688328
2014-10-20,4667.162271615026
2014-10-21,4169.7714728776
2014-10-22,4050.64399618818
2014-10-23,3963.9051022801414
2014-10-24,4226.101776676266
2014-10-25,4443.862536160591
2014-10-27,4720.018897291174
2014-10-28,4255.142892612001
2014-10-29,4167.451620066159
2014-10-30,4110.295478717026
2014-10-31,4399.512365098979
2014-11-01,4641.108673966008
2014-11-03,4953.438142774725
2014-11-04,4500.243829054781
2014-11-05,4419.758639355961
2014-11-06,4365.36092933745
2014-11-07,4653.0632472081525
2014-11-08,4889.189037870908
2014-11-10,5180.634412709678
2014-11-11,4713.275620214894
2014-11-12,4617.132157796347
2014-11-13,4546.407261837876
2014-11-14,4817.976414448347
2014-11-15,5039.037873411717
2014-11-17,5306.957907590241
2014-11-18,4832.705020581442
2014-11-19,4733.819043658293
2014-11-20,4665.043532940569
2014-11-21,4943.658743131214
2014-11-22,5177.115837131503
2014-11-24,5486.058302027722
2014-11-25,5040.089376605291
2014-11-26,4974.149281703746
2014-11-27,4942.380054393374
2014-11-28,5261.30336606397
2014-11-29,5537.470197842931
2014-12-01,5934.849709432799
2014-12-02,5532.294187974381
2014-12-03,5507.596663666424
2014-12-04,5513.650097962826
2014-12-05,5865.7460222415675
2014-12-06,6169.255980721241
2014-12-08,6599.55417599382
2014-12-09,6200.740582994926
2014-12-10,6170.339996892524
2014-12-11,6160.745069742615
2014-12-12,6486.947517696855
2014-12-13,6754.231475603141
2014-12-15,7081.8288141103585
2014-12-16,6617.4637675821305
2014-12-17,6513.013638540671
2014-12-18,6421.8450168050895
2014-12-19,6660.099793388894
2014-12-20,6834.365625989509
2014-12-22,6966.533159163508
2014-12-23,6402.875460114838
2014-12-24,6200.234274212895
2014-12-27,6249.587825283039
2014-12-29,6233.950059996793
2014-12-30,5610.225825048557
2014-12-31,5358.037909315716
2015-01-02,5253.628730837627
2015-01-03,5328.015481247391
2015-01-05,5319.417597630072
2015-01-06,4716.6803625809225
2015-01-07,4496.383697520283
2015-01-08,4313.433961251627
2015-01-09,4485.083082219452
2015-01-10,4618.5796030048705
2015-01-12,4747.067214027561
2015-01-13,4219.5372636570855
2015-01-14,4076.96636551839
2015-01-15,3972.8052043369516
2015-01-16,4222.877165716593
2015-01-17,4433.05871900095
2015-01-19,4704.658417654683
2015-01-20,4241.326173691721
2015-01-21,4156.796122860138
2015-01-22,4103.779846946427
2015-01-23,4397.5339857197105
2015-01-24,4643.546412948015
2015-01-26,4962.595323766999
2015-01-27,4510.988131913899
2015-01-28,4430.528386141887
2015-01-29,4374.373025807903
2015-01-30,4658.354202204684
2015-01-31,4888.646643465891
2015-02-02,5161.5936937065235
2015-02-03,4681.343840433967
2015-02-04,4569.727706906412
2015-02-05,4480.820343765728
2015-02-06,4731.352509975576
2015-02-07,4928.358417603203
2015-02-09,5138.358189878745
2015-02-10,4629.823239701006
2015-02-11,4492.812781519462
2015-02-12,4381.84935697971
2015-02-13,4614.0043920257285
2015-02-14,4796.544498749547
2015-02-16,4989.745428289706
2015-02-17,4478.825436288912
2015-02-18,4343.251767314245
2015-02-19,4237.305429291338
2015-02-20,4477.749028004038
2015-02-21,4671.485306695117
2015-02-23,4894.147592703596
2015-02-24,4400.605379720801
2015-02-25,4283.567255750676
2015-02-26,4196.864951976993
2015-02-27,4456.829086744799
2015-02-28,4669.95664082278
2015-03-02,4929.564920902234
2015-03-03,4452.956162881964
2015-03-04,4351.486565326256
2015-03-05,4278.79300274868
2015-03-06,4551.058296367805
2015-03-07,4774.676970485976
2015-03-09,5049.636216765149
2015-03-10,4577.879024470102
2015-03-11,4479.424961946958
2015-03-12,4407.977251649513
2015-03-13,4679.803953120069
2015-03-14,4901.39871233059
2015-03-16,5167.992837895665
2015-03-17,4690.123261316412
2015-03-18,4584.4230181093235
2015-03-19,4504.706814682881
2015-03-20,4767.350262217399
2015-03-21,4978.950310343279
2015-03-23,5223.51559478729
2015-03-24,4733.803748919074
2015-03-25,4615.8368487038115
2015-03-26,4523.52790078585
2015-03-27,4773.355423233666
2015-03-28,4972.025805602814
2015-03-30,5190.870292433361
2015-03-31,4688.631183332837
2015-04-01,4558.551588133042
2015-04-02,4454.700487441148
2015-04-04,4882.485158894017
2015-04-07,4576.489690710947
2015-04-08,4441.78819688507
2015-04-09,4335.011832134878
2015-04-10,4572.9189573155945
2015-04-11,4762.475171522735
2015-04-13,4972.396513102319
2015-04-14,4470.692580923825
2015-04-15,4344.627313399242
2015-04-16,4248.309097757366
2015-04-17,4498.3550791274165
2015-04-18,4701.546792429902
2015-04-20,4942.291471853283
2015-04-21,4457.216881876126
2015-04-22,4348.17079807418
2015-04-23,4268.91756070586
2015-04-24,4535.717239295695
2015-04-25,4754.989684235721
2015-04-27,5024.4609626214415
2015-04-28,4551.367191444721
2015-04-29,4452.316944760629
2015-04-30,4380.824894258295
2015-05-02,4874.960536615005
2015-05-04,5141.860805663506
2015-05-05,4663.468868523438
2015-05-06,4556.561752404141
2015-05-07,4474.821397419706
2015-05-08,4734.5333325984675
2015-05-09,4942.252163373924
2015-05-11,5176.2921326298265
2015-05-12,4680.108361550976
2015-05-13,4555.060083506882
2015-05-15,4697.432612022692
2015-05-16,4888.541663426439
2015-05-18,5093.687436231685
2015-05-19,4585.881990282311
2015-05-20,4451.450705437155
2015-05-21,4344.698266289101
2015-05-22,4582.461947025985
2015-05-23,4771.761543287988
2015-05-26,4478.628239992118
2015-05-27,4351.792097674198
2015-05-28,4254.400073025332
2015-05-29,4502.940763562677
2015-05-30,4704.044042851835
2015-06-01,4938.174654352699
2015-06-02,4448.210461444448
2015-06-03,4332.978903942834
2015-06-05,4503.618472746505
2015-06-06,4711.9043085986705
2015-06-08,4953.9272006397705
2015-06-09,4464.336192352641
2015-06-10,4346.998692461732
2015-06-11,4255.539548411802
2015-06-12,4506.18107681229
2015-06-13,4705.412750548495
2015-06-15,4923.982661819477
2015-06-16,4420.712297470156
2015-06-17,4288.960143595067
2015-06-18,4182.823310026606
2015-06-19,4419.017989499171
2015-06-20,4604.534551469615
2015-06-22,4799.817921494346
2015-06-23,4287.878122309958
2015-06-24,4149.963929185412
2015-06-25,4040.4894085610963
2015-06-26,4276.413116769468
2015-06-27,4464.88443703492
2015-06-29,4675.937558324043
2015-06-30,4176.66859115632
2015-07-01,4054.362807534726
2015-07-02,3963.1316765969077
2015-07-03,4219.548585011319
2015-07-04,4430.304489862729
2015-07-06,4689.172261014457
2015-07-07,4214.2636252239145
2015-07-08,4115.801410261647
2015-07-09,4047.2788721298766
2015-07-10,4324.6684444804405
2015-07-11,4554.094312629588
2015-07-13,4841.393555762075
2015-07-14,4375.422831113019
2015-07-15,4281.973173114752
2015-07-16,4214.353897951073
2015-07-17,4488.45837287021
2015-07-18,4710.439889300306
2015-07-20,4971.028746648082
2015-07-21,4486.378696273197
2015-07-22,4371.24961934712
2015-07-23,4279.466024346576
2015-07-24,4527.503295013894
2015-07-25,4722.148105377843
2015-07-27,4926.942383795695
2015-07-28,4415.200308749497
2015-07-29,4274.404144643583
2015-07-30,4159.000150173701
2015-07-31,4386.029247289654
2015-08-01,4562.77182169335
2015-08-02,4530.53686191671
2015-08-03,4742.615625385419
2015-08-04,4224.342919905752
2015-08-05,4081.1430680326034
2015-08-06,3967.444023914862
2015-08-07,4200.155664391636
2015-08-08,4386.31852653999
2015-08-09,4366.899997269533
2015-08-10,4594.757954125882
2015-08-11,4094.7146711930955
2015-08-12,3971.6177050460788
2015-08-13,3879.2708096519214
2015-08-14,4133.930424844997
2015-08-15,4341.973490520932
2015-08-16,4343.713043884772
2015-08-17,4591.381038272346
2015-08-18,4109.220640455525
2015-08-19,4001.564184342884
2015-08-20,3921.7793284327645
2015-08-21,4185.778510418753
2015-08-22,4399.697063490568
2015-08-23,4403.716139332711
2015-08-24,4650.049648697577
2015-08-25,4163.037340689217
2015-08-26,4047.220159108244
2015-08-27,3956.280481675308
2015-08-28,4206.542490820543
2015-08-29,4404.638288776862
2015-08-30,4391.316236408164
2015-08-31,4619.411138163738
2015-09-01,4113.9188713163085
2015-09-02,3980.052127049526
2015-09-03,3872.160435465219
2015-09-04,4107.210310361067
2015-09-05,4292.431717684346
2015-09-06,4269.107925136129
2015-09-07,4490.5289034307825
2015-09-08,3982.051379484582
2015-09-09,3849.142650389288
2015-09-10,3746.2916975556645
2015-09-11,3990.483719156372
